WORKBOOK_NAME,PROJECT_NAME,DASHBOARD_NAME,DASHBOARD_PATH,DATASOURCE_NAME,TABLE_NAME
Trends - Global Pipeline Movement,NorthStar Reports - Prod Data,Trends - Global Pipeline Movement,Trends-GlobalPipelineMovement_16869026947090/Trends-GlobalPipelineMovement,Opportunity Snapshot Datasource,DIM_TIME
Trends - Global Renewals Movement,NorthStar Reports - Prod Data,Trends - Global Renewals Movement,Trends-GlobalRenewalsMovement_16869028266370/Trends-GlobalRenewalsMovement,NS - Opportunity Snapshot Datasource,DIM_TIME
Trends - Global Renewals Movement,NorthStar Reports - Prod Data,Trends - Global Renewals Movement,Trends-GlobalRenewalsMovement_16869028266370/Trends-GlobalRenewalsMovement,Opportunity Snapshot Datasource,DIM_TIME
Weekly Support Metrics,Archive,Weekly Metrics,WeeklySupportMetrics_16878951393210/WeeklyMetrics,Case Data Source (OLD),DIM_TIME
Weekly Support Metrics,Archive,Weekly Metrics,WeeklySupportMetrics_16878951393210/WeeklyMetrics,Case Data Source,DIM_TIME
Current ARR - Active Orders,NorthStar Reports - Prod Data,Account Details,CurrentARR-ActiveOrders/AccountDetails,NS - Order Datasource with Metrics,DIM_USER
Current ARR - Active Orders,NorthStar Reports - Prod Data,Account Details,CurrentARR-ActiveOrders/AccountDetails,Order Datasource with Metrics,DIM_USER
Current ARR - Active Orders (Monthly Fx),NorthStar Reports - Prod Data,Account Details,CurrentARR-ActiveOrdersMonthlyFx/AccountDetails,Order Datasource with Metrics,DIM_USER
Current ARR - Active Orders (Monthly Fx),NorthStar Reports - Prod Data,Account Details,CurrentARR-ActiveOrdersMonthlyFx/AccountDetails,NS - Order Datasource with Metrics,DIM_USER
Customer Contracts with Legal Terms,Backlog Reports,Account Details,CommercialContracts_16818044963130/AccountDetails,NS UAT - Opportunity Datasource v1.0,DIM_USER
Customer Contracts with Legal Terms,Backlog Reports,Account Details,CommercialContracts_16818044963130/AccountDetails,Order Datasource with Metrics,DIM_USER
ARR (Avg) v/s ARR (In-Period) v/s CARR,NorthStar Reports - Prod Data,Account Details ,ARRAvgvsARRIn-PeriodvsCARR/AccountDetails,NS - Order Datasource with Metrics,DIM_USER
ARR - Fair Market Value (FMV),NorthStar Reports - Prod Data,Account Details ,ARR-FairMarketValueFMV/AccountDetails,Order Datasource - FMV,DIM_USER
ARR - Fair Market Value (FMV),NorthStar Reports - Prod Data,Account Details ,ARR-FairMarketValueFMV/AccountDetails,NS - Order Datasource - FMV,DIM_USER
Test-ARR - Fair Market Value (FMV),Sales Dev,Account Details ,Test-ARR-FairMarketValueFMV/AccountDetails,NS - Order Datasource - FMV,DIM_USER
Test-ARR - Fair Market Value (FMV),Sales Dev,Account Details ,Test-ARR-FairMarketValueFMV/AccountDetails,Order Datasource - FMV,DIM_USER
Contract Length Analysis ,NorthStar Reports - Prod Data,Average Selling Price Analysis,ContractLengthAnalysis/AverageSellingPriceAnalysis,NS - Order Datasource with Metrics,DIM_USER
Contract Length Analysis ,NorthStar Reports - Prod Data,Average Selling Price Analysis,ContractLengthAnalysis/AverageSellingPriceAnalysis,Order Datasource with Metrics,DIM_USER
Contract Length Analysis ,Backlog Reports,Average Selling Price Analysis,ContractLengthAnalysisDashboard/AverageSellingPriceAnalysis,NS UAT - Order Datasource with Metrics,DIM_USER
Contract Length Analysis ,Backlog Reports,Average Selling Price Analysis,ContractLengthAnalysisDashboard/AverageSellingPriceAnalysis,Order Datasource with Metrics,DIM_USER
Backlog Cases - Trend Analysis,Customer Success,Backlog Case Trend,BacklogCases-TrendAnalysis/BacklogCaseTrend,Case Metrics Data Source (OLD),DIM_USER
Backlog Cases - Trend Analysis,Customer Success,Backlog Case Trend,BacklogCases-TrendAnalysis/BacklogCaseTrend,Case Metrics Data Source,DIM_USER
SumTotal NS ELT Dashboard,Customer Success,Backlog Metrics,SumTotalNSELTDashboard_16921045370390/BacklogMetrics,Case Data Source (OLD),DIM_USER
SumTotal NS ELT Dashboard,Personal Space,Backlog Metrics,SumTotalNSELTDashboard/BacklogMetrics,Case Data Source (OLD),DIM_USER
SumTotal NS ELT Dashboard,Personal Space,Backlog Metrics,SumTotalNSELTDashboard/BacklogMetrics,Case Data Source (OLD),DIM_USER
SumTotal NS ELT Dashboard,Personal Space,Backlog Metrics,SumTotalNSELTDashboard/BacklogMetrics,Case Data Source,DIM_USER
SumTotal NS ELT Dashboard,Customer Success,Backlog Metrics,SumTotalNSELTDashboard_16921045370390/BacklogMetrics,Case Data Source,DIM_USER
SumTotal NS ELT Dashboard,Customer Success,Backlog Metrics,SumTotalNSELTDashboard_16921045370390/BacklogMetrics,Case Data Source (OLD),DIM_USER
SumTotal NS ELT Dashboard,Personal Space,Backlog Metrics,SumTotalNSELTDashboard/BacklogMetrics,Case Data Source,DIM_USER
SumTotal NS ELT Dashboard,Customer Success,Backlog Metrics,SumTotalNSELTDashboard_16921045370390/BacklogMetrics,Case Data Source,DIM_USER
Weekly Support Metrics,Archive,Backlog Summary & Details,WeeklySupportMetrics_16878951393210/BacklogSummaryDetails,Case Data Source (OLD),DIM_USER
Weekly Support Metrics,Archive,Backlog Summary & Details,WeeklySupportMetrics_16878951393210/BacklogSummaryDetails,Case Data Source (OLD),DIM_USER
Weekly Support Metrics,Archive,Backlog Summary & Details,WeeklySupportMetrics_16878951393210/BacklogSummaryDetails,Case Data Source,DIM_USER
Weekly Support Metrics,Archive,Backlog Summary & Details,WeeklySupportMetrics_16878951393210/BacklogSummaryDetails,Case Data Source,DIM_USER
SumTotal NS ELT Dashboard,Customer Success,Backlog Trends,SumTotalNSELTDashboard_16921045370390/BacklogTrends,Case Data Source (OLD),DIM_USER
SumTotal NS ELT Dashboard,Personal Space,Backlog Trends,SumTotalNSELTDashboard/BacklogTrends,Case Data Source (OLD),DIM_USER
SumTotal NS ELT Dashboard,Personal Space,Backlog Trends,SumTotalNSELTDashboard/BacklogTrends,Case Data Source,DIM_USER
SumTotal NS ELT Dashboard,Personal Space,Backlog Trends,SumTotalNSELTDashboard/BacklogTrends,Case Data Source (OLD),DIM_USER
SumTotal NS ELT Dashboard,Personal Space,Backlog Trends,SumTotalNSELTDashboard/BacklogTrends,Case Data Source,DIM_USER
SumTotal NS ELT Dashboard,Customer Success,Backlog Trends,SumTotalNSELTDashboard_16921045370390/BacklogTrends,Case Data Source (OLD),DIM_USER
Quarterly Business Report,Archive,CSAT,QuarterlyBusinessReport_16971155492200/CSAT,Case Metrics Data Source (OLD),DIM_USER
Quarterly Business Report,Archive,CSAT,QuarterlyBusinessReport_16971155492200/CSAT,Case Data Source (OLD),DIM_USER
Quarterly Business Report,Archive,CSAT,QuarterlyBusinessReport_16971155492200/CSAT,Case Metrics Data Source (OLD),DIM_USER
Quarterly Business Report,Archive,CSAT,QuarterlyBusinessReport_16971155492200/CSAT,Case Data Source (OLD),DIM_USER
Quarterly Business Report,Archive,CSAT,QuarterlyBusinessReport_16971155492200/CSAT,Case Data Source (OLD),DIM_USER
Quarterly Business Report,Archive,CSAT,QuarterlyBusinessReport_16971155492200/CSAT,Case Data Source (OLD),DIM_USER
Weekly Support Metrics,Archive,CSAT - Weekly Details,,Case Data Source,DIM_USER
Weekly Support Metrics,Archive,CSAT - Weekly Details,,Case Data Source,DIM_USER
Weekly Support Metrics,Archive,CSAT - Weekly Details,,Case Data Source (OLD),DIM_USER
Weekly Support Metrics,Archive,CSAT - Weekly Details,,Case Data Source (OLD),DIM_USER
Global Customer Support Dashboard,Archive,Cases Elevation,GlobalCustomerSupportDashboard_16878943669060/CasesElevation,Case Data Source (OLD),DIM_USER
Global Customer Support Dashboard,Archive,Cases Elevation,GlobalCustomerSupportDashboard_16878943669060/CasesElevation,Case Data Source (OLD),DIM_USER
Global Customer Support Dashboard,Archive,Cases Elevation,GlobalCustomerSupportDashboard_16878943669060/CasesElevation,Case Data Source,DIM_USER
Global Customer Support Dashboard,Archive,Cases Elevation,GlobalCustomerSupportDashboard_16878943669060/CasesElevation,Case Data Source,DIM_USER
Quarterly Support Review,Archive,Cases Resolved Within/Outside Guidelines,QuarterlySupportReview_16885836149450/CasesResolvedWithinOutsideGuidelines,Case Data Source,DIM_USER
Quarterly Support Review,Archive,Cases Resolved Within/Outside Guidelines,QuarterlySupportReview_16885836149450/CasesResolvedWithinOutsideGuidelines,Case Data Source,DIM_USER
Quarterly Support Review,Archive,Cases Resolved Within/Outside Guidelines,QuarterlySupportReview_16885836149450/CasesResolvedWithinOutsideGuidelines,Case Data Source (OLD),DIM_USER
Quarterly Support Review,Archive,Cases Resolved Within/Outside Guidelines,QuarterlySupportReview_16885836149450/CasesResolvedWithinOutsideGuidelines,Case Data Source (OLD),DIM_USER
Win/Lost Opportunity Analysis,Backlog Reports,Closed Lost Opportunity,WinLostOpportunityAnalysis/ClosedLostOpportunityLost,Opportunity Datasource,DIM_USER
Win/Lost Opportunity Analysis,Backlog Reports,Closed Lost Opportunity,WinLostOpportunityAnalysis/ClosedLostOpportunityLost,NS UAT - Opportunity Datasource v1.0,DIM_USER
Win/Lost Opportunity Analysis,Backlog Reports,Closed Won Opportunity,WinLostOpportunityAnalysis/ClosedWonOpportunity,Opportunity Datasource,DIM_USER
Win/Lost Opportunity Analysis,Backlog Reports,Closed Won Opportunity,WinLostOpportunityAnalysis/ClosedWonOpportunity,NS UAT - Opportunity Datasource v1.0,DIM_USER
Quarterly Support Review,Archive,Compliance Dashboard,QuarterlySupportReview_16885836149450/ComplianceDashboard,Case Data Source,DIM_USER
Quarterly Support Review,Archive,Compliance Dashboard,QuarterlySupportReview_16885836149450/ComplianceDashboard,Case Data Source,DIM_USER
Quarterly Support Review,Archive,Compliance Dashboard,QuarterlySupportReview_16885836149450/ComplianceDashboard,Case Data Source (OLD),DIM_USER
Quarterly Support Review,Archive,Compliance Dashboard,QuarterlySupportReview_16885836149450/ComplianceDashboard,Case Data Source (OLD),DIM_USER
Global Incremental Forecast-Test,Sales Dev,Content,GlobalIncrementalForecast-test/Content,NS - Opportunity Datasource,DIM_USER
Global Incremental Forecast-Test,Sales Dev,Content,GlobalIncrementalForecast-test/Content,Opportunity Datasource,DIM_USER
Contract Length Analysis ,NorthStar Reports - Prod Data,Contract Length Analysis,ContractLengthAnalysis/ContractLengthAnalysis,NS - Order Datasource with Metrics,DIM_USER
Contract Length Analysis ,Backlog Reports,Contract Length Analysis,ContractLengthAnalysisDashboard/ContractLengthAnalysis,NS UAT - Order Datasource with Metrics,DIM_USER
Contract Length Analysis ,Backlog Reports,Contract Length Analysis,ContractLengthAnalysisDashboard/ContractLengthAnalysis,Order Datasource with Metrics,DIM_USER
Contract Length Analysis ,NorthStar Reports - Prod Data,Contract Length Analysis,ContractLengthAnalysis/ContractLengthAnalysis,Order Datasource with Metrics,DIM_USER
Contract Length Analysis ,Backlog Reports,Contract Length Summary,ContractLengthAnalysisDashboard/ContractLengthSummary,NS UAT - Order Datasource with Metrics,DIM_USER
Contract Length Analysis ,Backlog Reports,Contract Length Summary,ContractLengthAnalysisDashboard/ContractLengthSummary,Order Datasource with Metrics,DIM_USER
Contract Length Analysis ,NorthStar Reports - Prod Data,Contract Length Summary,ContractLengthAnalysis/ContractLengthSummary,NS - Order Datasource with Metrics,DIM_USER
Contract Length Analysis ,NorthStar Reports - Prod Data,Contract Length Summary,ContractLengthAnalysis/ContractLengthSummary,Order Datasource with Metrics,DIM_USER
Customer By Segment,Backlog Reports,Customer By Segment,CustomerBySegment/CustomerBySegment,NS UAT - Order Datasource with Metrics,DIM_USER
Customer By Segment,NorthStar Reports - Prod Data,Customer By Segment,CustomerBySegment_16887069181430/CustomerBySegment,Order Datasource with Metrics,DIM_USER
Customer By Segment,NorthStar Reports - Prod Data,Customer By Segment,CustomerBySegment_16887069181430/CustomerBySegment,NS - Order Datasource with Metrics,DIM_USER
Customer By Segment,Backlog Reports,Customer By Segment,CustomerBySegment/CustomerBySegment,Order Datasource with Metrics,DIM_USER
Revenue Waterfall,NorthStar Reports - Prod Data,Customer Revenue Waterfall,RevenueWaterfall_16887289994280/CustomerRevenueWaterfall,NS - Order Datasource with Metrics,DIM_USER
Revenue Waterfall,NorthStar Reports - Prod Data,Customer Revenue Waterfall,RevenueWaterfall_16887289994280/CustomerRevenueWaterfall,Order Datasource with Metrics,DIM_USER
table,Personal Space,Dashboard 1,table/Dashboard1,Case Data Source,DIM_USER
table,Personal Space,Dashboard 1,table/Dashboard1,Case Data Source (OLD),DIM_USER
table,Personal Space,Dashboard 1,table/Dashboard1,Case Data Source,DIM_USER
table,Personal Space,Dashboard 1,table/Dashboard1,Case Data Source (OLD),DIM_USER
ARR (Avg) v/s ARR (In-Period) v/s CARR,NorthStar Reports - Prod Data,Executive Summary,ARRAvgvsARRIn-PeriodvsCARR/ExecutiveSummary,NS - Order Datasource with Metrics,DIM_USER
ARR (Avg) v/s ARR (In-Period) v/s CARR,NorthStar Reports - Prod Data,Executive Summary,ARRAvgvsARRIn-PeriodvsCARR/ExecutiveSummary,Order Datasource with Metrics,DIM_USER
ARR - Fair Market Value (FMV),NorthStar Reports - Prod Data,Executive Summary,ARR-FairMarketValueFMV/ExecutiveSummary,NS - Order Datasource - FMV,DIM_USER
ARR - Fair Market Value (FMV),NorthStar Reports - Prod Data,Executive Summary,ARR-FairMarketValueFMV/ExecutiveSummary,Order Datasource - FMV,DIM_USER
Test-ARR - Fair Market Value (FMV),Sales Dev,Executive Summary,Test-ARR-FairMarketValueFMV/ExecutiveSummary,Order Datasource - FMV,DIM_USER
Test-ARR - Fair Market Value (FMV),Sales Dev,Executive Summary,Test-ARR-FairMarketValueFMV/ExecutiveSummary,NS - Order Datasource - FMV,DIM_USER
ARR - Fair Market Value (FMV),NorthStar Reports - Prod Data,FMV ARR Waterfall ,,Order Datasource - FMV,DIM_USER
ARR - Fair Market Value (FMV),NorthStar Reports - Prod Data,FMV ARR Waterfall ,,NS - Order Datasource - FMV,DIM_USER
Test-ARR - Fair Market Value (FMV),Sales Dev,FMV ARR Waterfall ,,NS - Order Datasource - FMV,DIM_USER
Test-ARR - Fair Market Value (FMV),Sales Dev,FMV ARR Waterfall ,,Order Datasource - FMV,DIM_USER
SumTotal NS ELT Dashboard,Customer Success,GCS ELT Dashboard - MTD Metrics,SumTotalNSELTDashboard_16921045370390/GCSELTDashboard-MTDMetrics,Case Data Source (OLD),DIM_USER
SumTotal NS ELT Dashboard,Customer Success,GCS ELT Dashboard - MTD Metrics,SumTotalNSELTDashboard_16921045370390/GCSELTDashboard-MTDMetrics,Case Data Source,DIM_USER
SumTotal NS ELT Dashboard,Customer Success,GCS ELT Dashboard - MTD Metrics,SumTotalNSELTDashboard_16921045370390/GCSELTDashboard-MTDMetrics,Case Data Source,DIM_USER
SumTotal NS ELT Dashboard,Customer Success,GCS ELT Dashboard - MTD Metrics,SumTotalNSELTDashboard_16921045370390/GCSELTDashboard-MTDMetrics,Case Data Source (OLD),DIM_USER
SumTotal NS ELT Dashboard,Personal Space,GCS ELT Dashboard - MTD Metrics,SumTotalNSELTDashboard/GCSELTDashboard-MTDMetrics,Case Data Source,DIM_USER
SumTotal NS ELT Dashboard,Personal Space,GCS ELT Dashboard - MTD Metrics,SumTotalNSELTDashboard/GCSELTDashboard-MTDMetrics,Case Data Source (OLD),DIM_USER
SumTotal NS ELT Dashboard,Personal Space,GCS ELT Dashboard - MTD Metrics,SumTotalNSELTDashboard/GCSELTDashboard-MTDMetrics,Case Data Source (OLD),DIM_USER
SumTotal NS ELT Dashboard,Personal Space,GCS ELT Dashboard - MTD Metrics,SumTotalNSELTDashboard/GCSELTDashboard-MTDMetrics,Case Data Source,DIM_USER
SumTotal NS ELT Dashboard,Customer Success,GCS ELT Dashboard - QTD Metrics,SumTotalNSELTDashboard_16921045370390/GCSELTDashboard-QTDMetrics,Case Data Source,DIM_USER
SumTotal NS ELT Dashboard,Customer Success,GCS ELT Dashboard - QTD Metrics,SumTotalNSELTDashboard_16921045370390/GCSELTDashboard-QTDMetrics,Case Data Source,DIM_USER
SumTotal NS ELT Dashboard,Customer Success,GCS ELT Dashboard - QTD Metrics,SumTotalNSELTDashboard_16921045370390/GCSELTDashboard-QTDMetrics,Case Data Source (OLD),DIM_USER
SumTotal NS ELT Dashboard,Customer Success,GCS ELT Dashboard - QTD Metrics,SumTotalNSELTDashboard_16921045370390/GCSELTDashboard-QTDMetrics,Case Data Source (OLD),DIM_USER
SumTotal NS ELT Dashboard,Personal Space,GCS ELT Dashboard - QTD Metrics,SumTotalNSELTDashboard/GCSELTDashboard-QTDMetrics,Case Data Source,DIM_USER
SumTotal NS ELT Dashboard,Personal Space,GCS ELT Dashboard - QTD Metrics,SumTotalNSELTDashboard/GCSELTDashboard-QTDMetrics,Case Data Source (OLD),DIM_USER
SumTotal NS ELT Dashboard,Personal Space,GCS ELT Dashboard - QTD Metrics,SumTotalNSELTDashboard/GCSELTDashboard-QTDMetrics,Case Data Source (OLD),DIM_USER
SumTotal NS ELT Dashboard,Personal Space,GCS ELT Dashboard - QTD Metrics,SumTotalNSELTDashboard/GCSELTDashboard-QTDMetrics,Case Data Source,DIM_USER
SumTotal NS ELT Dashboard,Personal Space,GCS ELT Dashboard - WTD Metrics,SumTotalNSELTDashboard/GCSELTDashboard-WTDMetrics,Case Data Source,DIM_USER
SumTotal NS ELT Dashboard,Customer Success,GCS ELT Dashboard - WTD Metrics,SumTotalNSELTDashboard_16921045370390/GCSELTDashboard-WTDMetrics,Case Data Source,DIM_USER
SumTotal NS ELT Dashboard,Personal Space,GCS ELT Dashboard - WTD Metrics,SumTotalNSELTDashboard/GCSELTDashboard-WTDMetrics,Case Data Source,DIM_USER
SumTotal NS ELT Dashboard,Personal Space,GCS ELT Dashboard - WTD Metrics,SumTotalNSELTDashboard/GCSELTDashboard-WTDMetrics,Case Data Source (OLD),DIM_USER
SumTotal NS ELT Dashboard,Customer Success,GCS ELT Dashboard - WTD Metrics,SumTotalNSELTDashboard_16921045370390/GCSELTDashboard-WTDMetrics,Case Data Source (OLD),DIM_USER
SumTotal NS ELT Dashboard,Customer Success,GCS ELT Dashboard - WTD Metrics,SumTotalNSELTDashboard_16921045370390/GCSELTDashboard-WTDMetrics,Case Data Source (OLD),DIM_USER
SumTotal NS ELT Dashboard,Personal Space,GCS ELT Dashboard - WTD Metrics,SumTotalNSELTDashboard/GCSELTDashboard-WTDMetrics,Case Data Source (OLD),DIM_USER
SumTotal NS ELT Dashboard,Customer Success,GCS ELT Dashboard - WTD Metrics,SumTotalNSELTDashboard_16921045370390/GCSELTDashboard-WTDMetrics,Case Data Source,DIM_USER
SumTotal NS ELT Dashboard,Personal Space,GCS ELT Dashboard - YTD Metrics,SumTotalNSELTDashboard/GCSELTDashboard-YTDMetrics,Case Data Source (OLD),DIM_USER
SumTotal NS ELT Dashboard,Personal Space,GCS ELT Dashboard - YTD Metrics,SumTotalNSELTDashboard/GCSELTDashboard-YTDMetrics,Case Data Source (OLD),DIM_USER
SumTotal NS ELT Dashboard,Personal Space,GCS ELT Dashboard - YTD Metrics,SumTotalNSELTDashboard/GCSELTDashboard-YTDMetrics,Case Data Source,DIM_USER
